16.75,19.25,50.00
16.62,19.38,50.00
16.50,19.38,50.00
16.38,19.38,50.00
16.25,19.50,50.00
16.12,19.50,50.00
16.00,19.50,50.00
15.88,19.50,50.00
15.75,19.62,50.00
15.62,19.62,50.00
15.50,19.62,50.00
15.38,19.75,50.00
15.25,19.75,50.00
15.12,19.75,50.00
15.00,19.88,50.00
14.88,19.88,50.00
14.75,20.00,50.00
14.62,20.00,50.00
14.50,20.00,50.00
14.38,20.12,50.00
14.25,20.12,50.00
14.12,20.25,50.00
14.00,20.25,50.00
14.12,20.25,50.00
14.25,20.12,50.00
14.38,20.12,50.00
14.50,20.00,50.00
14.62,20.00,50.00
14.75,20.00,50.00
14.88,19.88,50.00
15.00,19.88,50.00
15.12,19.75,50.00
15.25,19.75,50.00
15.38,19.75,50.00
15.50,19.62,50.00
15.62,19.62,50.00
15.75,19.62,50.00
15.88,19.50,50.00
16.00,19.50,50.00
16.12,19.50,50.00
16.25,19.50,50.00
16.38,19.38,50.00
16.50,19.38,50.00
16.62,19.38,50.00
16.75,19.25,50.00
16.88,19.25,50.00
17.00,19.25,50.00
17.12,19.25,50.00
17.00,19.25,50.00
16.88,19.25,50.00
