14.62,15.50,50.00
14.75,15.62,50.00
14.88,15.75,50.00
15.00,15.88,50.00
15.12,16.00,50.00
15.12,16.12,50.00
15.25,16.25,50.00
15.38,16.38,50.00
15.50,16.50,50.00
15.50,16.62,50.00
15.62,16.75,50.00
15.75,16.88,50.00
15.88,17.00,50.00
15.88,17.12,50.00
16.00,17.25,50.00
16.12,17.38,50.00
16.12,17.50,50.00
16.25,17.62,50.00
16.38,17.75,50.00
16.38,17.88,50.00
16.50,18.00,50.00
16.50,18.12,50.00
16.50,18.00,50.00
16.38,17.88,50.00
16.38,17.75,50.00
16.25,17.62,50.00
16.12,17.50,50.00
16.12,17.38,50.00
16.00,17.25,50.00
15.88,17.12,50.00
15.88,17.00,50.00
15.75,16.88,50.00
15.62,16.75,50.00
15.50,16.62,50.00
15.50,16.50,50.00
15.38,16.38,50.00
15.25,16.25,50.00
15.12,16.12,50.00
15.12,16.00,50.00
15.00,15.88,50.00
14.88,15.75,50.00
14.75,15.62,50.00
