13.62,30.75,50.00
13.50,30.88,50.00
13.50,31.00,50.00
13.50,31.12,50.00
13.38,31.25,50.00
13.38,31.38,50.00
13.25,31.50,50.00
13.25,31.62,50.00
13.25,31.75,50.00
13.12,31.88,50.00
13.12,32.00,50.00
13.12,32.12,50.00
13.00,32.25,50.00
13.00,32.38,50.00
13.00,32.50,50.00
12.88,32.62,50.00
12.88,32.75,50.00
12.75,32.88,50.00
12.75,33.00,50.00
12.75,33.12,50.00
12.62,33.25,50.00
12.62,33.38,50.00
12.62,33.50,50.00
12.62,33.62,50.00
12.50,33.75,50.00
12.50,33.88,50.00
12.50,34.00,50.00
12.38,34.12,50.00
12.38,34.25,50.00
12.38,34.38,50.00
12.38,34.50,50.00
12.25,34.62,50.00
12.25,34.75,50.00
12.25,34.88,50.00
12.12,35.00,50.00
12.12,35.12,50.00
12.12,35.25,50.00
12.12,35.38,50.00
12.00,35.50,50.00
12.00,35.62,50.00
12.00,35.75,50.00
12.00,35.62,50.00
12.00,35.50,50.00
12.12,35.38,50.00
12.12,35.25,50.00
12.12,35.12,50.00
12.12,35.00,50.00
12.25,34.88,50.00
12.25,34.75,50.00
12.25,34.62,50.00
12.38,34.50,50.00
12.38,34.38,50.00
12.38,34.25,50.00
12.38,34.12,50.00
12.50,34.00,50.00
12.50,33.88,50.00
12.50,33.75,50.00
12.62,33.62,50.00
12.62,33.50,50.00
12.62,33.38,50.00
12.62,33.25,50.00
12.75,33.12,50.00
12.75,33.00,50.00
12.75,32.88,50.00
12.88,32.75,50.00
12.88,32.62,50.00
13.00,32.50,50.00
13.00,32.38,50.00
13.00,32.25,50.00
13.12,32.12,50.00
13.12,32.00,50.00
13.12,31.88,50.00
13.25,31.75,50.00
13.25,31.62,50.00
13.25,31.50,50.00
13.38,31.38,50.00
13.38,31.25,50.00
13.50,31.12,50.00
13.50,31.00,50.00
13.50,30.88,50.00
